Synonym,Name,OrphaCode
Isolated congenital absence of humerus,Isolated humeral agenesis/hypoplasia,294973
Isolated congenital humeral deficiency,Isolated humeral agenesis/hypoplasia,294973
Isolated congenital hypoplasia of humerus,Isolated humeral agenesis/hypoplasia,294973
Isolated humeral intercalary meromelia,Isolated humeral agenesis/hypoplasia,294973
Isolated congenital humero-radio-ulnar intercalary transverse meromelia,Isolated absence of upper arm and forearm with hand present,294975
Isolated congenital absence of foot,Isolated apodia,294986
Isolated congenital absence/hypoplasia of thumb,Isolated hypoplasia of thumb,294988
Isolated congenital thumb hypodactyly,Isolated hypoplasia of thumb,294988
Isolated congenital thumb oligodactyly,Isolated hypoplasia of thumb,294988
Isolated congenital tibiofibular terminal transverse meromelia,Isolated absence of both lower leg and foot,294981
Isolated congenital absence of hand,Isolated acheiria,294983
Isolated congenital absence of lower limb,Isolated amelia of lower limb,294969
Isolated total amelia,Isolated tetra-amelia,294971
LCCS,Lethal congenital contracture syndrome,294965
Isolated congenital absence of upper limb,Isolated amelia of upper limb,294967
Glycine N-methyltransferase deficiency,Hypermethioninemia due to glycine N-methyltransferase deficiency,289891
Hypermethioninemia due to GNMT deficiency,Hypermethioninemia due to glycine N-methyltransferase deficiency,289891
Atypical NKA,Atypical glycine encephalopathy,289863
Atypical non-ketotic hyperglycinemia,Atypical glycine encephalopathy,289863
Complete deficiency of methylmalonyl-CoA mutase,Vitamin B12-unresponsive methylmalonic acidemia type mut0,289916
Vitamin B12-unresponsive methylmalonic aciduria type mut0,Vitamin B12-unresponsive methylmalonic acidemia type mut0,289916
EBV-positive DLBCL,Epstein-Barr virus-positive diffuse large B-cell lymphoma,289661
Epstein-Barr virus-positive diffuse large B-cell lymphoma not otherwise specified,Epstein-Barr virus-positive diffuse large B-cell lymphoma,289661
"Epstein-Barr virus-positive diffuse large B-cell lymphoma, NOS",Epstein-Barr virus-positive diffuse large B-cell lymphoma,289661
PBL,Plasmablastic lymphoma,289666
EBV-associated carcinoma,Epstein-Barr Virus-associated carcinoma,289651
EBV-associated mesenchymal tumor,Epstein-Barr Virus-associated mesenchymal tumor,289656
EBV-related tumor,Epstein-Barr Virus-related tumor,289638
EBV-associated lymphoproliferative disorder,Epstein-Barr virus-associated malignant lymphoproliferative disorder,289644
Classic glycine encephalopathy,Neonatal glycine encephalopathy,289857
Neonatal NKH,Neonatal glycine encephalopathy,289857
Neonatal non-ketotic hyperglycinemia,Neonatal glycine encephalopathy,289857
Infantile NKH,Infantile glycine encephalopathy,289860
Infantile non-ketotic hyperglycinemia,Infantile glycine encephalopathy,289860
MPAN,Mitochondrial membrane protein-associated neurodegeneration,289560
NBIA due to C19orf12 mutation,Mitochondrial membrane protein-associated neurodegeneration,289560
NBIA4,Mitochondrial membrane protein-associated neurodegeneration,289560
Neurodegeneration with brain iron accumulation due to C19orf12 mutation,Mitochondrial membrane protein-associated neurodegeneration,289560
Neurodegeneration with brain iron accumulation type 4,Mitochondrial membrane protein-associated neurodegeneration,289560
Tumor susceptibility linked to germline BAP1 mutations,BAP1-related tumor predisposition syndrome,289539
CALJA,Hereditary arterial and articular multiple calcification syndrome,289601
Calcification of joints and arteries,Hereditary arterial and articular multiple calcification syndrome,289601
JNA,Juvenile nasopharyngeal angiofibroma,289596
Autosomal recessive exfoliative ichthyosis,Exfoliative ichthyosis,289586
Ichthyosis exfoliativa,Exfoliative ichthyosis,289586
Methylmalonic aciduria without homocystinuria,Methylmalonic acidemia without homocystinuria,293355
GWCD,Grayson-Wilbrandt corneal dystrophy,293375
Dystrophia Helsinglandica,Epithelial recurrent erosion dystrophy,293381
Dystrophia Smolandiensis,Epithelial recurrent erosion dystrophy,293381
ERED,Epithelial recurrent erosion dystrophy,293381
Recurrent hereditary corneal erosions,Epithelial recurrent erosion dystrophy,293381
PDCD,Pre-Descemet corneal dystrophy,293462
Autosomal recessive CHED,Congenital hereditary endothelial dystrophy type II,293603
Autosomal recessive congenital hereditary endothelial dystrophy,Congenital hereditary endothelial dystrophy type II,293603
CHED2,Congenital hereditary endothelial dystrophy type II,293603
CHEDII,Congenital hereditary endothelial dystrophy type II,293603
Congenital hereditary endothelial dystrophy type 2,Congenital hereditary endothelial dystrophy type II,293603
Infantile hereditary endothelial dystrophy,Congenital hereditary endothelial dystrophy type II,293603
Maumenee corneal dystrophy,Congenital hereditary endothelial dystrophy type II,293603
XECD,X-linked endothelial corneal dystrophy,293621
Pancreatic insufficiency and bone marrow dysfunction,Shwachman-Diamond syndrome,811
SDS,Shwachman-Diamond syndrome,811
Shwachman syndrome,Shwachman-Diamond syndrome,811
Shwachman-Bodian-Diamond syndrome,Shwachman-Diamond syndrome,811
Hereditary clubfoot due to PITX1 point mutation,Familial clubfoot due to PITX1 point mutation,293150
Hereditary clubfoot due to 5q31 microdeletion,Familial clubfoot due to 5q31 microdeletion,293144
IAHSP,Infantile-onset ascending hereditary spastic paralysis,293168
Skin fragility-woolly hair-palmoplantar hyperkeratosis syndrome,Skin fragility-woolly hair-palmoplantar keratoderma syndrome,293165
AD hypocalcemia,Autosomal dominant hypocalcemia,428
Epilepsy of infancy with migrating focal seizures,Malignant migrating focal seizures of infancy,293181
MMPEI,Malignant migrating focal seizures of infancy,293181
MMPSI,Malignant migrating focal seizures of infancy,293181
MPEI,Malignant migrating focal seizures of infancy,293181
MPSI,Malignant migrating focal seizures of infancy,293181
Malignant migrating partial epilepsy of infancy,Malignant migrating focal seizures of infancy,293181
Malignant migrating partial seizures of infancy,Malignant migrating focal seizures of infancy,293181
Migrating partial epilepsy of infancy,Malignant migrating focal seizures of infancy,293181
Migrating partial seizures of infancy,Malignant migrating focal seizures of infancy,293181
AGEP,Acute generalized exanthematous pustulosis,293173
Pustular drug eruption,Acute generalized exanthematous pustulosis,293173
Toxic pustuloderma,Acute generalized exanthematous pustulosis,293173
"46,XX testicular DSD","46,XX testicular difference of sex development",393
"46,XX testicular disorder of sex development","46,XX testicular difference of sex development",393
De la Chapelle syndrome,"46,XX testicular difference of sex development",393
"XX, male syndrome","46,XX testicular difference of sex development",393
BH4-responsive HPA/PKU,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,293284
BH4-responsive hyperphenylalaninemia/phenylketonuria,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,293284
Tetrahydrobiopterin-responsive HPA/PKU,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,293284
Dunbar syndrome,Celiac artery compression syndrome,293208
MALS,Celiac artery compression syndrome,293208
Median arcuate ligament syndrome,Celiac artery compression syndrome,293208
Mansonellosis,Mansonelliasis,2459
DLD deficiency,Pyruvate dehydrogenase E3 deficiency,2394
Dihydrolipoamide dehydrogenase deficiency,Pyruvate dehydrogenase E3 deficiency,2394
E3-deficient maple syrup urine disease,Pyruvate dehydrogenase E3 deficiency,2394
AOSD,Adult-onset Still disease,829
Wissler-Fanconi syndrome,Adult-onset Still disease,829
Rasmussen syndrome,Rasmussen subacute encephalitis,1929
Ataxo-opso-myoclonus syndrome,Opsoclonus-myoclonus syndrome,1183
Dancing eye syndrome,Opsoclonus-myoclonus syndrome,1183
Dancing eye-dancing feet syndrome,Opsoclonus-myoclonus syndrome,1183
Kinsbourne syndrome,Opsoclonus-myoclonus syndrome,1183
OMA syndrome,Opsoclonus-myoclonus syndrome,1183
OMS,Opsoclonus-myoclonus syndrome,1183
Opsoclonus-myoclonus-ataxia syndrome,Opsoclonus-myoclonus syndrome,1183
POMA syndrome,Opsoclonus-myoclonus syndrome,1183
Paraneoplastic opsoclonus-myoclonus,Opsoclonus-myoclonus syndrome,1183
Paraneoplastic opsoclonus-myoclonus-ataxia syndrome,Opsoclonus-myoclonus syndrome,1183
Adult chronic idiopathic neutropenia,Adult idiopathic neutropenia,2688
Sinusoidal obstruction syndrome,Hepatic veno-occlusive disease,890
Dracunculosis,Dracunculiasis,231
Guinea worm disease,Dracunculiasis,231
Medina worm disease,Dracunculiasis,231
Medinensis,Dracunculiasis,231
APLS,Antiphospholipid syndrome,80
Antiphospholipid antibody syndrome,Antiphospholipid syndrome,80
Classic APLS,Antiphospholipid syndrome,80
Classic antiphospholipid syndrome,Antiphospholipid syndrome,80
Hughes syndrome,Antiphospholipid syndrome,80
Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,CLIPPERS,284448
AZOOR,Acute zonal occult outer retinopathy,284454
AAOR,Acute annular outer retinopathy,284460
"PSAT deficiency, infantile/juvenile form","Phosphoserine aminotransferase deficiency, infantile/juvenile form",284417
GSD due to lactate dehydrogenase M-subunit deficiency,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,284426
Glycogenosis due to lactate dehydrogenase M-subunit deficiency,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,284426
LDH-M subunit deficiency,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,284426
Lactate dehydrogenase A deficiency,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,284426
GSD due to lactate dehydrogenase H-subunit deficiency,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,284435
Glycogenosis due to lactate dehydrogenase H-subunit deficiency,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,284435
LDH-H subunit deficiency,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,284435
Lactate dehydrogenase B deficiency,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,284435
MFS2,Marfan syndrome type 2,284973
MFS1,Marfan syndrome type 1,284963
Neonatal MFS,Neonatal Marfan syndrome,284979
Non-CNS-localized embryonal carcinoma,Non-central nervous system-localized embryonal carcinoma,289362
Familial VUR,Familial vesicoureteral reflux,289365
IDH,Infective dermatitis associated with HTLV-1,289347
Infective dermatitis associated with human T-lymphotropic virus type 1,Infective dermatitis associated with HTLV-1,289347
Infective dermatitis associated with human T-lymphotropic virus type I,Infective dermatitis associated with HTLV-1,289347
NGCO,Primary non-gestational choriocarcinoma of ovary,289356
Primary non-gestational ovarian choriocarcinoma,Primary non-gestational choriocarcinoma of ovary,289356
EOMFC,Early-onset myopathy with fatal cardiomyopathy,289377
Salih myopathy,Early-onset myopathy with fatal cardiomyopathy,289377
"Congenital myosclerosis, Löwenthal type",Myosclerosis,289380
ADK hypermethioninemia,Hypermethioninemia encephalopathy due to adenosine kinase deficiency,289290
Hypermethioninemia encephalopathy due to ADK deficiency,Hypermethioninemia encephalopathy due to adenosine kinase deficiency,289290
HAM/TSP,Tropical spastic paraparesis,289326
HTLV-1-associated myelopathy/tropical spastic paraparesis,Tropical spastic paraparesis,289326
Human T-lymphotropic virus type I-associated myelopathy/tropical spastic paraparesis,Tropical spastic paraparesis,289326
Human T-lymphotropic virus type-1-associated myelopathy/tropical spastic paraparesis,Tropical spastic paraparesis,289326
TSP,Tropical spastic paraparesis,289326
Developmental delay due to ALDH6A1 deficiency,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency,289307
Developmental delay due to MMSDH deficiency,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency,289307
CMAMMA,Combined malonic and methylmalonic acidemia,289504
Combined malonic and methylmalonic aciduria,Combined malonic and methylmalonic acidemia,289504
CCMCO,Congenital cataract microcornea with corneal opacity,289499
POLR-related leukodystrophy,4H leukodystrophy,289494
OBSOLETE: Fatal infantile HCM due to mitochondrial complex I deficiency,OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency,289527
OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to NADH-CoQ reductase deficiency,OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency,289527
OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to NADH-coenzyme Q reductase deficiency,OBSOLETE: Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency,289527
Tetrasomy 11q24.1,Microtriplication 11q24.1,289522
Del(12)(q15)(q21.1),12q15q21.1 microdeletion syndrome,289513
Deletion 12q15q21.1,12q15q21.1 microdeletion syndrome,289513
Monosomy 12q15q21.1,12q15q21.1 microdeletion syndrome,289513
Congenital absence of fingerprints,Isolated congenital adermatoglyphia,289465
Immigration delay disease,Isolated congenital adermatoglyphia,289465
NON RARE IN EUROPE: Secondary Sjögren-Gougerot syndrome,NON RARE IN EUROPE: Secondary Sjögren syndrome,289395
Primary Sjögren-Gougerot syndrome,Primary Sjögren syndrome,289390
Cancer diagnosed during pregnancy,Malignancy diagnosed during pregnancy,289385
Pyoderma gangrenosum-acne-suppurative hidradenitis syndrome,PASH syndrome,289478
ARHR,Autosomal recessive hypophosphatemic rickets,289176
1-alpha-hydroxylase deficiency,Hypocalcemic vitamin D-dependent rickets,289157
PDDRI,Hypocalcemic vitamin D-dependent rickets,289157
Pseudovitamin D-deficient rickets,Hypocalcemic vitamin D-dependent rickets,289157
VDDI,Hypocalcemic vitamin D-dependent rickets,289157
VDDR-I,Hypocalcemic vitamin D-dependent rickets,289157
Vitamin D dependent rickets type I,Hypocalcemic vitamin D-dependent rickets,289157
Vitamin D-dependency type I,Hypocalcemic vitamin D-dependent rickets,289157
Total uveitis,Panuveitis,280898
Choroiditis,Posterior uveitis,280892
Iridocyclitis,Anterior uveitis,280886
KPI,Keratinopathic ichthyosis,281103
ARCI,Autosomal recessive congenital ichthyosis,281097
Recessive X-linked ichthyosis with extracutaneous manifestations,Syndromic recessive X-linked ichthyosis,281090
Syndromic RXLI,Syndromic recessive X-linked ichthyosis,281090
CRIE,Congenital reticular ichthyosiform erythroderma,281190
IWC,Congenital reticular ichthyosiform erythroderma,281190
Ichthyosis variegata,Congenital reticular ichthyosiform erythroderma,281190
Ichthyosis with confetti,Congenital reticular ichthyosiform erythroderma,281190
KLICK syndrome,Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,281201
AEI,Annular epidermolytic ichthyosis,281139
SHCB,Self-improving collodion baby,281122
SICI,Self-improving collodion baby,281122
Self-healing collodion baby,Self-improving collodion baby,281122
Self-improving congenital ichthyosis,Self-improving collodion baby,281122
Acral SHCB,Acral self-healing collodion baby,281127
FPHH,Familial progressive hyper- and hypopigmentation,280628
Congenital disorder of glycosylation due to PIGN deficiency,Multiple congenital anomalies-hypotonia-seizures syndrome,280633
PIGN-CDG,Multiple congenital anomalies-hypotonia-seizures syndrome,280633
Transient neonatal cyanosis and anemia due to Toms River Hemoglobin,Hemoglobinopathy Toms River,280615
EPM6,Progressive myoclonic epilepsy type 6,280620
GOSR2-related progressive myoclonus ataxia,Progressive myoclonic epilepsy type 6,280620
North Sea progressive myoclonus epilepsy,Progressive myoclonic epilepsy type 6,280620
PME type 6,Progressive myoclonic epilepsy type 6,280620
Progressive myoclonus epilepsy type 6,Progressive myoclonic epilepsy type 6,280620
HPS9,Hermansky-Pudlak syndrome type 9,280663
Congenital megaconial myopathy,Megaconial congenital muscular dystrophy,280671
Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect,Megaconial congenital muscular dystrophy,280671
Congenital muscular dystrophy with mitochondrial structural abnormalities,Megaconial congenital muscular dystrophy,280671
Occipital MCD,Occipital pachygyria and polymicrogyria,280640
Occipital malformations of cortical development,Occipital pachygyria and polymicrogyria,280640
CCV,Cutaneous collagenous vasculopathy,280779
Bullous DCM,Bullous diffuse cutaneous mastocytosis,280785
Infiltrative small vesicular DCM,Pseudoxanthomatous diffuse cutaneous mastocytosis,280794
Infiltrative small vesicular diffuse cutaneous mastocytosis,Pseudoxanthomatous diffuse cutaneous mastocytosis,280794
Pseudoxanthomatous DCM,Pseudoxanthomatous diffuse cutaneous mastocytosis,280794
Congenital intrapulmonary sequestration,Intralobar congenital pulmonary sequestration,280802
Intralobar congenital bronchopulmonary sequestration,Intralobar congenital pulmonary sequestration,280802
Moyamoya disease-short stature-facial dysmorphism-hypergonadotropic hypogonadism,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome,280679
AP4 deficiency syndrome,Severe intellectual disability and progressive spastic paraplegia,280763
GET,Generalized essential telangiectasia,280774
CCAM type 2,Congenital pulmonary airway malformation type 2,280840
CPAM type 2,Congenital pulmonary airway malformation type 2,280840
Congenital cystic adenomatoid malformation of the lung type 2,Congenital pulmonary airway malformation type 2,280840
Congenital cystic adenomatous malformation of the lung type 2,Congenital pulmonary airway malformation type 2,280840
Congenital cystic disease of the lung type 2,Congenital pulmonary airway malformation type 2,280840
CCAM type 3,Congenital pulmonary airway malformation type 3,280847
CPAM type 3,Congenital pulmonary airway malformation type 3,280847
Congenital cystic adenomatoid malformation of the lung type 3,Congenital pulmonary airway malformation type 3,280847
Congenital cystic adenomatous malformation of the lung type 3,Congenital pulmonary airway malformation type 3,280847
Congenital cystic disease of the lung type 3,Congenital pulmonary airway malformation type 3,280847
CPAM type 4,Congenital pulmonary airway malformation type 4,280854
Congenital cystic adenomatoid malformation of the lung type 4,Congenital pulmonary airway malformation type 4,280854
Congenital cystic adenomatous malformation of the lung type 4,Congenital pulmonary airway malformation type 4,280854
Congenital extrapulmonary sequestration,Extralobar congenital pulmonary sequestration,280811
Extralobar congenital bronchopulmonary sequestration,Extralobar congenital pulmonary sequestration,280811
CPAM type 0,Congenital pulmonary airway malformation type 0,280827
Congenital cystic adenomatoid malformation of the lung type 0,Congenital pulmonary airway malformation type 0,280827
Congenital cystic adenomatous malformation of the lung type 0,Congenital pulmonary airway malformation type 0,280827
CCAM type 1,Congenital pulmonary airway malformation type 1,280832
CPAM type 1,Congenital pulmonary airway malformation type 1,280832
Congenital cystic adenomatoid malformation of the lung type 1,Congenital pulmonary airway malformation type 1,280832
Congenital cystic adenomatous malformation of the lung type 1,Congenital pulmonary airway malformation type 1,280832
Congenital cystic disease of the lung type 1,Congenital pulmonary airway malformation type 1,280832
Kreiborg-Pakistani syndrome,Craniosynostosis-dental anomalies,284149
Multiple joint dislocations-short stature-craniofacial dysmorphism-congenital heart defects syndrome,"Larsen-like syndrome, B3GAT3 type",284139
Dup(X)(p22),Xp22.13p22.2 duplication syndrome,284180
Dup(X)(p22.13p22.2),Xp22.13p22.2 duplication syndrome,284180
Duplication Xp22,Xp22.13p22.2 duplication syndrome,284180
10p12p11 microdeletion syndrome,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169
Del(10)(p11.21p12.31),Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169
Deletion 10p11.21p12.31,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169
Desanto-Shinawi syndrome due to 10p11.21p12.31 microdeletion,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169
Monosomy 10p11.21p12.31,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,284169
Del(8)(q21.11),8q21.11 microdeletion syndrome,284160
Deletion 8q21.11,8q21.11 microdeletion syndrome,284160
Monosomy 8q21.11,8q21.11 microdeletion syndrome,284160
FRAM,Familial retinal arterial macroaneurysm,284247
Retinal arterial macroaneurysm and supravalvular pulmonic stenosis,Familial retinal arterial macroaneurysm,284247
CMT2O,Autosomal dominant Charcot-Marie-Tooth disease type 2O,284232
Telangiectasia-erythrocytosis-monoclonal gammopathy-perinephric-fluid collections-intrapulmonary shunting syndrome,TEMPI syndrome,284227
Autosomal recessive spinocerebellar ataxia type 11,Autosomal recessive cerebellar ataxia-psychomotor delay syndrome,284271
SCAR11,Autosomal recessive cerebellar ataxia-psychomotor delay syndrome,284271
IgG4-related sclerosing disease,IgG4-related disease,284264
Immunoglobulin G4-related sclerosing disease,IgG4-related disease,284264
Autosomal recessive spinocerebellar ataxia type 7,Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia,284324
SCAR7,Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia,284324
Autosomal recessive spinocerebellar ataxia type 12,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency,284282
SCAR12,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency,284282
Autosomal recessive spinocerebellar ataxia type 10,Adult-onset autosomal recessive cerebellar ataxia,284289
SCAR10,Adult-onset autosomal recessive cerebellar ataxia,284289
PPB familial tumor and dysplasia syndrome,DICER1 tumor-predisposition syndrome,284343
PPBFTDS,DICER1 tumor-predisposition syndrome,284343
Pleuropulmonary blastoma familial tumor and dysplasia syndrome,DICER1 tumor-predisposition syndrome,284343
Autosomal recessive spinocerebellar ataxia type 6,Infantile-onset autosomal recessive nonprogressive cerebellar ataxia,284332
SCAR6,Infantile-onset autosomal recessive nonprogressive cerebellar ataxia,284332
PCH7,Pontocerebellar hypoplasia type 7,284339
"Pontocerebellar hypoplasia-46,XY disorder of sex development syndrome",Pontocerebellar hypoplasia type 7,284339
RCVS,Reversible cerebral vasoconstriction syndrome,284388
FLIT,Fetal lung interstitial tumor,284362
Immature interstitial mesenchymal tumor,Fetal lung interstitial tumor,284362
WDFA,Well-differentiated fetal adenocarcinoma of the lung,284395
Poorly differentiated neuroendocrine carcinoma of the bladder,Small cell carcinoma of the bladder,284400
SCCB,Small cell carcinoma of the bladder,284400
Small cell bladder cancer,Small cell carcinoma of the bladder,284400
Small cell bladder carcinoma,Small cell carcinoma of the bladder,284400
Small cell carcinoma of the urinary bladder,Small cell carcinoma of the bladder,284400
Partial monosomy of chromosome 12,Partial deletion of chromosome 12,282124
APS,Autoimmune polyendocrinopathy,282196
Autoimmune polyglandular syndrome,Autoimmune polyendocrinopathy,282196
Inherited CJD,Inherited Creutzfeldt-Jakob disease,282166
Defect in COG complex,Defect in conserved oligomeric Golgi complex,309568
Disorder of glycosphingolipid and GPI-anchored proteins glycosylation,Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation,309515
High bone mass OI,High bone mass osteogenesis imperfecta,314029
Familial fundic gland polyposis with gastric cancer,Gastric adenocarcinoma and proximal polyposis of the stomach,314022
GAPPS,Gastric adenocarcinoma and proximal polyposis of the stomach,314022
Dinno syndrome,Contractures-webbed neck-micrognathia-hypoplastic nipples syndrome,314002
Dup(2)(q23.1),2q23.1 microduplication syndrome,313947
Trisomy 2q23.1,2q23.1 microduplication syndrome,313947
Papular epidermal nevi with skyline basal cell layers syndrome,PENS syndrome,313936
EBV-associated gastric carcinoma,Epstein-Barr virus-associated gastric carcinoma,313920
EBVaGC,Epstein-Barr virus-associated gastric carcinoma,313920
Neonatal congenital pancreatic cyst,Congenital pancreatic cyst,313906
True congenital pancreatic cyst,Congenital pancreatic cyst,313906
Del(12)(p12.1),12p12.1 microdeletion syndrome,313884
Monosomy 12p12.1,12p12.1 microdeletion syndrome,313884
Perinatal lethal bent bone dysplasia,FGFR2-related bent bone dysplasia,313855
CRMCC,Coats plus syndrome,313838
Cerebroretinal microangiopathy with calcifications and cysts,Coats plus syndrome,313838
Optic nerve edema-splenomegaly syndrome,Retinal dystrophy-optic nerve edema-splenomegaly-anhidrosis-migraine headache syndrome,313800
ROSAH syndrome,Retinal dystrophy-optic nerve edema-splenomegaly-anhidrosis-migraine headache syndrome,313800
ALSP,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
Autosomal dominant leukoencephalopathy with neuroaxonal spheroids,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
FPSG,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
"Familial dementia, Neumann type",Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
Familial progressive subcortical gliosis,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
GPSC,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
HDLS,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
Hereditary diffuse leukoencephalopathy with spheroids,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
POLD,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
Pigmentary orthochromatic leukodystrophy,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
Subcortical gliosis of Neumann,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,313808
20p subtelomeric deletion syndrome,20p13 microdeletion syndrome,313781
Del(20)(p13),20p13 microdeletion syndrome,313781
Monosomy 20p13,20p13 microdeletion syndrome,313781
AFG3L2-related spastic ataxia-myoclonic epilepsy-neuropathy syndrome,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,313772
Autosomal recessive spastic ataxia type 5,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,313772
SPAX5,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,313772
ARSAL,Autosomal recessive spastic ataxia with leukoencephalopathy,314603
Autosomal recessive spastic ataxia type 3,Autosomal recessive spastic ataxia with leukoencephalopathy,314603
SPAX3,Autosomal recessive spastic ataxia with leukoencephalopathy,314603
Distal tetrasomy 15q,Distal triplication 15q,314588
Tetrasomy 15(q25-qter),Distal triplication 15q,314588
Tetrasomy 15q26,Distal triplication 15q,314588
Triplication 15q25-qter,Distal triplication 15q,314588
Triplication 15q26,Distal triplication 15q,314588
Autosomal recessive distal spinal muscular atrophy type 5,Young adult-onset distal hereditary motor neuropathy,314485
Young adult-onset dHMN,Young adult-onset distal hereditary motor neuropathy,314485
dSMA5,Young adult-onset distal hereditary motor neuropathy,314485
PPAOS,Primary progressive apraxia of speech,314566
Hamamy syndrome,Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome,314555
Atypical Demons-Meigs syndrome,Atypical Meigs syndrome,314466
Incomplete Meigs syndrome,Atypical Meigs syndrome,314466
Pseudo-Demons-Meigs syndrome,Pseudo-Meigs syndrome,314459
Demons-Meigs syndrome,Meigs syndrome,314451
SOFT syndrome,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,314394
Autosomal dominant aplastic anemia and myelodysplasia,Autosomal dominant aplasia and myelodysplasia,314399
ADCA-DN syndrome,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,314404
Autosomal dominant cerebellar ataxia-hearing loss-narcolepsy syndrome,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,314404
Meconium ileus due to guanylate cyclase 2C deficiency,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,314376
Familial dysautonomia with contractures,Hereditary sensory and autonomic neuropathy type 6,314381
HSAN6,Hereditary sensory and autonomic neuropathy type 6,314381
Hereditary sensory and autonomic neuropathy type VI,Hereditary sensory and autonomic neuropathy type 6,314381
Dup(X)(q12-q13.3),Xq12-q13.3 duplication syndrome,314389
Kaya-Prontera syndrome,Xq12-q13.3 duplication syndrome,314389
Dup(7)(p22.1),7p22.1 microduplication syndrome,314034
Trisomy 7p22.1,7p22.1 microduplication syndrome,314034
COXPD12,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,314051
Combined oxidative phosphorylation defect type 12,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,314051
LTBL,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,314051
Rare genetic hypokinetic movement disorder,Rare genetic parkinsonian disorder,307052
Diffuse PPK,Diffuse palmoplantar keratoderma,307141
Diffuse keratosis palmoplantaris,Diffuse palmoplantar keratoderma,307141
Diffuse palmoplantar hyperkeratosis,Diffuse palmoplantar keratoderma,307141
Manganese intoxication,Manganese poisoning,306682
Manganism,Manganese poisoning,306682
PARK9,Kufor-Rakeb syndrome,306674
HP-HA syndrome,Hemiparkinsonism-hemiatrophy syndrome,306669
Delayed encephalopathy due to CO poisoning,Delayed encephalopathy due to carbon monoxide poisoning,306686
HD-HA syndrome,Hemidystonia-hemiatrophy syndrome,306741
