Name,OrphaCode,HPOTerm,HPOFrequency,HPOKor
17q24.2 microdeletion syndrome,529962,Hemihypotrophy of lower limb,Occasional (29-5%),하지 반측 위축
17q24.2 microdeletion syndrome,529962,Vesicoureteral reflux,Very rare (<4-1%),방광요관 역류
17q24.2 microdeletion syndrome,529962,Pulmonic stenosis,Very rare (<4-1%),폐동맥 협착
17q24.2 microdeletion syndrome,529962,Pineal cyst,Very rare (<4-1%),솔방울체 낭종
17q24.2 microdeletion syndrome,529962,Decreased response to growth hormone stimulation test,Excluded (0%),성장호르몬 자극 검사 반응 감소
PLAA-associated neurodevelopmental disorder,521426,Ventriculomegaly,Frequent (79-30%),뇌실 확장증
PLAA-associated neurodevelopmental disorder,521426,Exaggerated startle response,Frequent (79-30%),과도한 놀람 반응
PLAA-associated neurodevelopmental disorder,521426,Leukoencephalopathy,Frequent (79-30%),백질뇌병증
PLAA-associated neurodevelopmental disorder,521426,Progressive spastic quadriplegia,Frequent (79-30%),진행성 강직성 사지마비
PLAA-associated neurodevelopmental disorder,521426,Limb hypertonia,Frequent (79-30%),사지 과긴장
PLAA-associated neurodevelopmental disorder,521426,Hypsarrhythmia,Frequent (79-30%),고정리듬
PLAA-associated neurodevelopmental disorder,521426,Abnormal cortical gyration,Frequent (79-30%),대뇌피질 회전이상
PLAA-associated neurodevelopmental disorder,521426,Kyphosis,Frequent (79-30%),척추후만증
PLAA-associated neurodevelopmental disorder,521426,Short nose,Frequent (79-30%),짧은 코
PLAA-associated neurodevelopmental disorder,521426,Contractures of the large joints,Frequent (79-30%),대관절의 구축
PLAA-associated neurodevelopmental disorder,521426,Edema of the dorsum of hands,Frequent (79-30%),손등의 부종
PLAA-associated neurodevelopmental disorder,521426,Cerebellar cortical atrophy,Frequent (79-30%),소뇌 피질 위축
PLAA-associated neurodevelopmental disorder,521426,Tented upper lip vermilion,Frequent (79-30%),뒤집힌 윗입술 경계
PLAA-associated neurodevelopmental disorder,521426,Feeding difficulties,Frequent (79-30%),섭식 곤란
PLAA-associated neurodevelopmental disorder,521426,Edema of the dorsum of feet,Frequent (79-30%),발등의 부종
PLAA-associated neurodevelopmental disorder,521426,Delayed myelination,Frequent (79-30%),수초화 지연
PLAA-associated neurodevelopmental disorder,521426,Cerebral white matter atrophy,Frequent (79-30%),뇌 백질 위축
PLAA-associated neurodevelopmental disorder,521426,Impaired oropharyngeal swallow response,Frequent (79-30%),구강 인두 삼킴 반응 장애
PLAA-associated neurodevelopmental disorder,521426,Long fingers,Frequent (79-30%),긴 손가락
PLAA-associated neurodevelopmental disorder,521426,Sensorineural hearing impairment,Occasional (29-5%),감각신경성 청각 장애
PLAA-associated neurodevelopmental disorder,521426,Nystagmus,Occasional (29-5%),안진
PLAA-associated neurodevelopmental disorder,521426,Hyperhidrosis,Occasional (29-5%),다한증
PLAA-associated neurodevelopmental disorder,521426,Seizure,Occasional (29-5%),발작
PLAA-associated neurodevelopmental disorder,521426,Bulbar signs,Occasional (29-5%),연수 징후
PLAA-associated neurodevelopmental disorder,521426,High palate,Frequent (79-30%),높은 구개
PLAA-associated neurodevelopmental disorder,521426,Microcephaly,Frequent (79-30%),소두증
PLAA-associated neurodevelopmental disorder,521426,Smooth philtrum,Frequent (79-30%),평평한 인중
PLAA-associated neurodevelopmental disorder,521426,Long philtrum,Frequent (79-30%),긴 인중
PLAA-associated neurodevelopmental disorder,521426,Micrognathia,Frequent (79-30%),소하악증
PLAA-associated neurodevelopmental disorder,521426,"Low-set, posteriorly rotated ears",Frequent (79-30%),낮고 뒤로 회전한 귀
PLAA-associated neurodevelopmental disorder,521426,Optic atrophy,Frequent (79-30%),시신경 위축
PLAA-associated neurodevelopmental disorder,521426,Delayed speech and language development,Frequent (79-30%),언어 발달 지연
PLAA-associated neurodevelopmental disorder,521426,Pectus carinatum,Frequent (79-30%),새가슴
PLAA-associated neurodevelopmental disorder,521426,Single transverse palmar crease,Frequent (79-30%),단일 가로 손바닥 주름
PLAA-associated neurodevelopmental disorder,521426,Hirsutism,Frequent (79-30%),다모증
PLAA-associated neurodevelopmental disorder,521426,Postaxial hand polydactyly,Frequent (79-30%),후축성 수지 다지증
PLAA-associated neurodevelopmental disorder,521426,Hyperextensibility of the finger joints,Frequent (79-30%),손가락 관절의 과신전성
PLAA-associated neurodevelopmental disorder,521426,Intellectual disability,Frequent (79-30%),지적 장애
PLAA-associated neurodevelopmental disorder,521426,Hypotonia,Frequent (79-30%),근긴장 저하증
PLAA-associated neurodevelopmental disorder,521426,Global developmental delay,Frequent (79-30%),전반적 발달 지연
PLAA-associated neurodevelopmental disorder,521426,Bulbar palsy,Frequent (79-30%),연수마비
PLAA-associated neurodevelopmental disorder,521426,Dystonia,Frequent (79-30%),근긴장이상증
PLAA-associated neurodevelopmental disorder,521426,Failure to thrive,Frequent (79-30%),성장 실패
PLAA-associated neurodevelopmental disorder,521426,Postaxial foot polydactyly,Frequent (79-30%),후축성 족지 다지증
PLAA-associated neurodevelopmental disorder,521426,Rocker bottom foot,Frequent (79-30%),록커 바텀 발
PLAA-associated neurodevelopmental disorder,521426,Abnormal facial shape,Frequent (79-30%),얼굴 모양 이상
PLAA-associated neurodevelopmental disorder,521426,Rigidity,Frequent (79-30%),경직
PLAA-associated neurodevelopmental disorder,521426,Abnormality of extrapyramidal motor function,Frequent (79-30%),추체외로 운동 기능 이상
PLAA-associated neurodevelopmental disorder,521426,Hypoplasia of the corpus callosum,Frequent (79-30%),뇌량 형성 저하
PLAA-associated neurodevelopmental disorder,521426,Respiratory insufficiency,Frequent (79-30%),호흡 부전
PLAA-associated neurodevelopmental disorder,521426,Apnea,Frequent (79-30%),무호흡
Cleft palate-short stature-vertebral anomalies syndrome,2015,Cleft palate,Frequent (79-30%),구개열
Cleft palate-short stature-vertebral anomalies syndrome,2015,Thin upper lip vermilion,Frequent (79-30%),얇은 윗입술 경계
Cleft palate-short stature-vertebral anomalies syndrome,2015,Epicanthus,Frequent (79-30%),내안각주름
Cleft palate-short stature-vertebral anomalies syndrome,2015,Micrognathia,Frequent (79-30%),소하악증
Cleft palate-short stature-vertebral anomalies syndrome,2015,"Low-set, posteriorly rotated ears",Frequent (79-30%),낮고 뒤로 회전한 귀
Cleft palate-short stature-vertebral anomalies syndrome,2015,Anteverted nares,Frequent (79-30%),앞쪽을 향한 콧구멍
Cleft palate-short stature-vertebral anomalies syndrome,2015,Short neck,Frequent (79-30%),짧은 목
Cleft palate-short stature-vertebral anomalies syndrome,2015,Intellectual disability,Frequent (79-30%),지적 장애
Cleft palate-short stature-vertebral anomalies syndrome,2015,Short nose,Frequent (79-30%),짧은 코
Cleft palate-short stature-vertebral anomalies syndrome,2015,Abnormal vertebral morphology,Frequent (79-30%),척추 형태 이상
Cleft palate-short stature-vertebral anomalies syndrome,2015,Short stature,Frequent (79-30%),단신증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Micropenis,Very frequent (99-80%),소음경증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Congenital hypothyroidism,Very frequent (99-80%),선천성 갑상선 기능 저하증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Intellectual disability,Very frequent (99-80%),지적 장애
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Seizure,Very frequent (99-80%),발작
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Global developmental delay,Very frequent (99-80%),전반적 발달 지연
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Atrial septal defect,Very frequent (99-80%),심방중격결손
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Congenital nystagmus,Very frequent (99-80%),선천성 안진
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Infantile muscular hypotonia,Very frequent (99-80%),영아 근긴장 저하증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Cryptorchidism,Frequent (79-30%),잠복고환증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Microcephaly,Frequent (79-30%),소두증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Epicanthus,Frequent (79-30%),내안각주름
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Esotropia,Frequent (79-30%),내사시
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Abnormal sternum morphology,Frequent (79-30%),비정상적인 흉골 형태
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Abnormal rib morphology,Frequent (79-30%),갈비뼈의 형태 이상
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Short ribs,Frequent (79-30%),짧은 갈비뼈
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Broad ribs,Frequent (79-30%),넓은 갈비뼈
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Postaxial hand polydactyly,Frequent (79-30%),후축성 수지 다지증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Ventricular septal defect,Frequent (79-30%),심실 중격 결손
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Patent ductus arteriosus,Frequent (79-30%),동맥관 개존증
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Hypoplasia of the corpus callosum,Frequent (79-30%),뇌량 형성 저하
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Pulmonary arterial hypertension,Frequent (79-30%),폐동맥 고혈압
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Respiratory distress,Frequent (79-30%),호흡 곤란
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Supernumerary nipple,Frequent (79-30%),여분의 유두
Microcephaly-seizures-intellectual disability-heart disease syndrome,2519,Redundant neck skin,Frequent (79-30%),과도한 목 피부
Zimmermann-Laband syndrome,3473,Gingival fibromatosis,Obligate (100%),잇몸 섬유종증
Zimmermann-Laband syndrome,3473,Wide mouth,Frequent (79-30%),넓은 입
Zimmermann-Laband syndrome,3473,Bulbous nose,Frequent (79-30%),구형 코
Zimmermann-Laband syndrome,3473,Wide nose,Frequent (79-30%),넓은 코
Zimmermann-Laband syndrome,3473,Intellectual disability,Frequent (79-30%),지적 장애
Zimmermann-Laband syndrome,3473,Joint hypermobility,Frequent (79-30%),관절 과운동성
Zimmermann-Laband syndrome,3473,Hypoplastic fingernail,Frequent (79-30%),손톱 저형성
Zimmermann-Laband syndrome,3473,Absent fingernail,Frequent (79-30%),손톱 결손
Zimmermann-Laband syndrome,3473,Large fleshy ears,Frequent (79-30%),큰 살찐 귀
Zimmermann-Laband syndrome,3473,Generalized hypertrichosis,Frequent (79-30%),전신 다모증
Zimmermann-Laband syndrome,3473,Anterior open-bite malocclusion,Frequent (79-30%),전방 개방 교합 부정교합
Zimmermann-Laband syndrome,3473,Thickened ears,Frequent (79-30%),두꺼워진 귀
Zimmermann-Laband syndrome,3473,Macroglossia,Occasional (29-5%),거설증
Zimmermann-Laband syndrome,3473,Cleft palate,Occasional (29-5%),구개열
Zimmermann-Laband syndrome,3473,Bifid uvula,Occasional (29-5%),갈라진 목젖
Zimmermann-Laband syndrome,3473,High palate,Occasional (29-5%),높은 구개
Zimmermann-Laband syndrome,3473,Hypertelorism,Occasional (29-5%),안와격리증
Zimmermann-Laband syndrome,3473,Micrognathia,Occasional (29-5%),소하악증
Zimmermann-Laband syndrome,3473,Short neck,Occasional (29-5%),짧은 목
Zimmermann-Laband syndrome,3473,Downslanted palpebral fissures,Occasional (29-5%),하안검 내각 기울어짐
Zimmermann-Laband syndrome,3473,Telecanthus,Occasional (29-5%),안와격리증
Zimmermann-Laband syndrome,3473,Cataract,Occasional (29-5%),백내장
Zimmermann-Laband syndrome,3473,Long eyelashes,Occasional (29-5%),긴 속눈썹
Zimmermann-Laband syndrome,3473,Thick eyebrow,Occasional (29-5%),두꺼운 눈썹
Zimmermann-Laband syndrome,3473,Hypodontia,Occasional (29-5%),치아 결손
Zimmermann-Laband syndrome,3473,Abnormal external genitalia,Occasional (29-5%),외부 생식기 이상
Zimmermann-Laband syndrome,3473,Soft skin,Occasional (29-5%),부드러운 피부
Zimmermann-Laband syndrome,3473,Seizure,Occasional (29-5%),발작
Zimmermann-Laband syndrome,3473,Growth delay,Occasional (29-5%),성장 지연
Zimmermann-Laband syndrome,3473,Splenomegaly,Occasional (29-5%),비장 비대
Zimmermann-Laband syndrome,3473,Pes cavus,Occasional (29-5%),요족
Zimmermann-Laband syndrome,3473,Pes planus,Occasional (29-5%),평발
Zimmermann-Laband syndrome,3473,Hallux valgus,Occasional (29-5%),무지 외반증
Zimmermann-Laband syndrome,3473,Facial hypertrichosis,Occasional (29-5%),얼굴의 과다모증
Zimmermann-Laband syndrome,3473,Hepatomegaly,Occasional (29-5%),간비대
Zimmermann-Laband syndrome,3473,Infantile muscular hypotonia,Occasional (29-5%),영아 근긴장 저하증
Zimmermann-Laband syndrome,3473,Increased number of teeth,Occasional (29-5%),치아 수 증가
Zimmermann-Laband syndrome,3473,Abnormal cardiovascular system morphology,Occasional (29-5%),비정상적인 심혈관계 형태
Zimmermann-Laband syndrome,3473,Sensorineural hearing impairment,Very rare (<4-1%),감각신경성 청각 장애
Zimmermann-Laband syndrome,3473,Deep plantar creases,Very rare (<4-1%),깊은 발바닥 주름
Zimmermann-Laband syndrome,3473,Deep palmar crease,Very rare (<4-1%),깊은 손바닥 주름
Zimmermann-Laband syndrome,3473,Overtubulated long bones,Very rare (<4-1%),과관형성 장골
Zimmermann-Laband syndrome,3473,Generalized hyperpigmentation,Very rare (<4-1%),전신성 과색소침착
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Microcephaly,Very frequent (99-80%),소두증
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Dolichocephaly,Very frequent (99-80%),장두증
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Malar flattening,Very frequent (99-80%),광대뼈 편평화
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Low-set ears,Very frequent (99-80%),낮게 위치한 귀
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Macrotia,Very frequent (99-80%),대이증
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,"Intellectual disability, profound",Very frequent (99-80%),심각한 지적 장애
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Shuffling gait,Very frequent (99-80%),발을 끌며 걷는 걸음
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,"High, narrow palate",Very frequent (99-80%),높고 좁은 입천장
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Kyphoscoliosis,Very frequent (99-80%),척추후만측만증
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Decreased muscle mass,Very frequent (99-80%),근육량 감소
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Short stature,Very frequent (99-80%),단신증
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Flat occiput,Very frequent (99-80%),평평한 후두부
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Downslanted palpebral fissures,Frequent (79-30%),하안검 내각 기울어짐
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Cataract,Frequent (79-30%),백내장
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Atlantoaxial abnormality,Frequent (79-30%),환추 축 이상
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Hypermobility of interphalangeal joints,Frequent (79-30%),지관절의 과운동성
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Broad hallux,Frequent (79-30%),넓은 엄지발가락
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Broad thumb,Frequent (79-30%),넓은 엄지손가락
Microcephaly-brachydactyly-kyphoscoliosis syndrome,3433,Wide nasal ridge,Frequent (79-30%),넓은 비강 능선
Fallot complex-intellectual disability-growth delay syndrome,3304,Protruding ear,Very frequent (99-80%),돌출 귀
Fallot complex-intellectual disability-growth delay syndrome,3304,Severe failure to thrive,Very frequent (99-80%),심각한 성장 실패
Fallot complex-intellectual disability-growth delay syndrome,3304,"Intellectual disability, profound",Very frequent (99-80%),심각한 지적 장애
Fallot complex-intellectual disability-growth delay syndrome,3304,Cryptorchidism,Frequent (79-30%),잠복고환증
Fallot complex-intellectual disability-growth delay syndrome,3304,High palate,Frequent (79-30%),높은 구개
Fallot complex-intellectual disability-growth delay syndrome,3304,Microcephaly,Frequent (79-30%),소두증
Fallot complex-intellectual disability-growth delay syndrome,3304,Micrognathia,Frequent (79-30%),소하악증
Fallot complex-intellectual disability-growth delay syndrome,3304,Macrotia,Frequent (79-30%),대이증
Fallot complex-intellectual disability-growth delay syndrome,3304,Downslanted palpebral fissures,Frequent (79-30%),하안검 내각 기울어짐
Fallot complex-intellectual disability-growth delay syndrome,3304,Single transverse palmar crease,Frequent (79-30%),단일 가로 손바닥 주름
Fallot complex-intellectual disability-growth delay syndrome,3304,Atrial septal defect,Frequent (79-30%),심방중격결손
Fallot complex-intellectual disability-growth delay syndrome,3304,Tetralogy of Fallot,Frequent (79-30%),팔로사징
Fallot complex-intellectual disability-growth delay syndrome,3304,Pulmonic stenosis,Frequent (79-30%),폐동맥 협착
Fallot complex-intellectual disability-growth delay syndrome,3304,Double outlet right ventricle,Frequent (79-30%),오른심실 이중 출구
Fallot complex-intellectual disability-growth delay syndrome,3304,2-3 toe syndactyly,Frequent (79-30%),2-3 발가락 합지증
Fallot complex-intellectual disability-growth delay syndrome,3304,Frontal hirsutism,Frequent (79-30%),이마의 다모증
Fallot complex-intellectual disability-growth delay syndrome,3304,Severe global developmental delay,Frequent (79-30%),심각한 전반적 발달 지연
Fallot complex-intellectual disability-growth delay syndrome,3304,Thin upper lip vermilion,Occasional (29-5%),얇은 윗입술 경계
Fallot complex-intellectual disability-growth delay syndrome,3304,Hypertelorism,Occasional (29-5%),안와격리증
Fallot complex-intellectual disability-growth delay syndrome,3304,High forehead,Occasional (29-5%),높은 이마
Fallot complex-intellectual disability-growth delay syndrome,3304,Recurrent otitis media,Occasional (29-5%),재발성 중이염
Fallot complex-intellectual disability-growth delay syndrome,3304,Wide nasal bridge,Occasional (29-5%),넓은 콧대
Fallot complex-intellectual disability-growth delay syndrome,3304,Strabismus,Occasional (29-5%),사시
Fallot complex-intellectual disability-growth delay syndrome,3304,Cyanosis,Occasional (29-5%),청색증
Fallot complex-intellectual disability-growth delay syndrome,3304,Hypertonia,Occasional (29-5%),근긴장 항진
Fallot complex-intellectual disability-growth delay syndrome,3304,Patent ductus arteriosus,Occasional (29-5%),동맥관 개존증
Fallot complex-intellectual disability-growth delay syndrome,3304,Opisthotonus,Occasional (29-5%),후궁반장
Fallot complex-intellectual disability-growth delay syndrome,3304,Overriding aorta,Occasional (29-5%),대동맥 우위
Fallot complex-intellectual disability-growth delay syndrome,3304,Hypoplastic nasal tip,Occasional (29-5%),비끝 발육부전
Fallot complex-intellectual disability-growth delay syndrome,3304,Persistent left superior vena cava,Occasional (29-5%),지속적인 좌측 상대 정맥
Fallot complex-intellectual disability-growth delay syndrome,3304,Unilateral ptosis,Occasional (29-5%),편측 안검하수
Fallot complex-intellectual disability-growth delay syndrome,3304,Clubbing of fingers,Occasional (29-5%),손가락 곤봉증
Fallot complex-intellectual disability-growth delay syndrome,3304,Clubbing of toes,Occasional (29-5%),발가락 곤봉증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Abnormality of the kidney,Frequent (79-30%),신장의 이상
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Brachycephaly,Frequent (79-30%),단두증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Microcephaly,Frequent (79-30%),소두증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Mandibular prognathia,Frequent (79-30%),하악전돌증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Square face,Frequent (79-30%),각진 얼굴
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Short philtrum,Frequent (79-30%),짧은 인중
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Macrotia,Frequent (79-30%),대이증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Wide nasal bridge,Frequent (79-30%),넓은 콧대
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Retinal detachment,Frequent (79-30%),망막 박리
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Myopia,Frequent (79-30%),근시
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Buphthalmos,Frequent (79-30%),소안구증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Rieger anomaly,Frequent (79-30%),리거 기형
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Delayed eruption of permanent teeth,Frequent (79-30%),영구치의 지연된 발아
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Nephrolithiasis,Frequent (79-30%),신장결석
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Congenital hypothyroidism,Frequent (79-30%),선천성 갑상선 기능 저하증
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Tapered finger,Frequent (79-30%),뾰족한 손가락
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Calcaneovalgus deformity,Frequent (79-30%),종골외반 변형
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Migraine,Frequent (79-30%),편두통
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Prominent metopic ridge,Frequent (79-30%),이마융기 돌출
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Thyroid hypoplasia,Frequent (79-30%),갑상선 저형성
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Primary congenital glaucoma,Frequent (79-30%),선천성 원발성 녹내장
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Bilateral sensorineural hearing impairment,Frequent (79-30%),양측 감각신경성 청각 장애
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Abnormality of the palmar creases,Frequent (79-30%),손바닥 주름의 이상
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Tented upper lip vermilion,Frequent (79-30%),뒤집힌 윗입술 경계
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Delayed myelination,Frequent (79-30%),수초화 지연
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Vertebrobasilar dolichoectasia,Frequent (79-30%),척추기저 동맥 동맥류
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,521445,Long fingers,Frequent (79-30%),긴 손가락
CHAND syndrome,1401,Nail dysplasia,Very frequent (99-80%),손톱형성부전
CHAND syndrome,1401,Curly hair,Very frequent (99-80%),곱슬머리
CHAND syndrome,1401,Ankyloblepharon,Very frequent (99-80%),눈꺼풀 유착
CHAND syndrome,1401,Hydroureter,Frequent (79-30%),수신증
CHAND syndrome,1401,Cleft palate,Frequent (79-30%),구개열
CHAND syndrome,1401,Abnormal oral frenulum morphology,Frequent (79-30%),구강소대 형태 이상
CHAND syndrome,1401,Hypertelorism,Frequent (79-30%),안와격리증
CHAND syndrome,1401,Dry skin,Frequent (79-30%),건조한 피부
CHAND syndrome,1401,Hypohidrosis,Frequent (79-30%),발한 저하증
CHAND syndrome,1401,Ataxia,Frequent (79-30%),운동실조
CHAND syndrome,1401,Commissural lip pit,Frequent (79-30%),교련 입술 구멍
CHAND syndrome,1401,Depressed nasal bridge,Frequent (79-30%),낮은 콧대
CHAND syndrome,1401,Agenesis of permanent teeth,Frequent (79-30%),영구치 결손
CHAND syndrome,1401,Bifid tongue,Frequent (79-30%),갈라진 혀
CHAND syndrome,1401,Imperforate hymen,Frequent (79-30%),폐쇄 처녀막
CHAND syndrome,1401,Atelectasis,Frequent (79-30%),무기폐
CHAND syndrome,1401,Agenesis of maxillary incisor,Frequent (79-30%),상악 절치 결손
CHAND syndrome,1401,Short fifth metatarsal,Occasional (29-5%),짧은 다섯 번째 중족골
CHAND syndrome,1401,Motor delay,Excluded (0%),운동 발달 지연
CHAND syndrome,1401,Skin erosion,Excluded (0%),피부 침식
Familial infantile bilateral striatal necrosis,225154,Tetraparesis,Frequent (79-30%),사지마비
Familial infantile bilateral striatal necrosis,225154,Developmental regression,Frequent (79-30%),발달 퇴행
Familial infantile bilateral striatal necrosis,225154,Babinski sign,Frequent (79-30%),바빈스키 징후
Familial infantile bilateral striatal necrosis,225154,Basal ganglia gliosis,Frequent (79-30%),기저핵 신경교증
Familial infantile bilateral striatal necrosis,225154,Atrophy/Degeneration involving the caudate nucleus,Frequent (79-30%),미상핵의 위축/퇴행
Familial infantile bilateral striatal necrosis,225154,Horizontal pendular nystagmus,Frequent (79-30%),수평 진동성 안진
Familial infantile bilateral striatal necrosis,225154,Infantile muscular hypotonia,Frequent (79-30%),영아 근긴장 저하증
Familial infantile bilateral striatal necrosis,225154,Neurodevelopmental delay,Frequent (79-30%),신경발달 지연
Familial infantile bilateral striatal necrosis,225154,Hypertonia,Occasional (29-5%),근긴장 항진
Familial infantile bilateral striatal necrosis,225154,Myoclonus,Occasional (29-5%),간대성 근경련
Familial infantile bilateral striatal necrosis,225154,Gastroesophageal reflux,Occasional (29-5%),위식도 역류
Familial infantile bilateral striatal necrosis,225154,Rigidity,Occasional (29-5%),경직
Familial infantile bilateral striatal necrosis,225154,Frequent falls,Occasional (29-5%),잦은 낙상
Familial infantile bilateral striatal necrosis,225154,Cogwheel rigidity,Occasional (29-5%),톱니바퀴 경직
Familial infantile bilateral striatal necrosis,225154,Astrocytosis,Occasional (29-5%),별아교세포증
Familial infantile bilateral striatal necrosis,225154,Loss of ambulation,Occasional (29-5%),보행 불능
Familial infantile bilateral striatal necrosis,225154,Upper limb muscle weakness,Occasional (29-5%),상지 근육 약화
Familial infantile bilateral striatal necrosis,225154,Basal ganglia cysts,Occasional (29-5%),기저핵 낭종
Familial infantile bilateral striatal necrosis,225154,Lower limb muscle weakness,Occasional (29-5%),하지 근육 약화
Familial infantile bilateral striatal necrosis,225154,Undetectable light- and dark-adapted electroretinogram,Occasional (29-5%),감지되지 않는 명암 적응 전기망막도
Familial infantile bilateral striatal necrosis,225154,Small basal ganglia,Occasional (29-5%),작은 기저핵
Familial infantile bilateral striatal necrosis,225154,Optic atrophy,Frequent (79-30%),시신경 위축
Familial infantile bilateral striatal necrosis,225154,Delayed speech and language development,Frequent (79-30%),언어 발달 지연
Familial infantile bilateral striatal necrosis,225154,Ataxia,Frequent (79-30%),운동실조
Familial infantile bilateral striatal necrosis,225154,"Intellectual disability, mild",Frequent (79-30%),경도의 지적 장애
Familial infantile bilateral striatal necrosis,225154,Spasticity,Frequent (79-30%),강직
Familial infantile bilateral striatal necrosis,225154,Dysarthria,Frequent (79-30%),구음 장애
Familial infantile bilateral striatal necrosis,225154,Choreoathetosis,Frequent (79-30%),무도무정위증
Familial infantile bilateral striatal necrosis,225154,Spastic tetraparesis,Frequent (79-30%),강직성 사지부전마비
Familial infantile bilateral striatal necrosis,225154,Gait disturbance,Frequent (79-30%),보행 장애
Familial infantile bilateral striatal necrosis,225154,Dystonia,Frequent (79-30%),근긴장이상증
Familial infantile bilateral striatal necrosis,225154,Hyperreflexia,Frequent (79-30%),과반사
Familial infantile bilateral striatal necrosis,225154,Failure to thrive,Frequent (79-30%),성장 실패
